date,score
2020/11/01,2.3469938076480137
2020/11/02,2.3535219000132943
2020/11/03,2.354066843418287
2020/11/04,2.3452331420555126
2020/11/05,2.352642347476502
2020/11/06,2.3232213516696536
2020/11/07,2.3215748111455654
2020/11/08,2.3323903450515244
2020/11/09,2.3393651164352653
2020/11/10,2.3542170577925035
2020/11/11,2.3515155475942104
2020/11/12,2.315088003891129
2020/11/13,2.3084024323368983
2020/11/14,2.28065949208106
2020/11/15,2.2716825684423423
2020/11/16,2.2945509716354686
2020/11/17,2.2845536373535897
2020/11/18,2.259913264154094
2020/11/19,2.270835740571245
2020/11/20,2.273875376157738
2020/11/21,2.2507792862051743
2020/11/22,2.2428224838267217
2020/11/23,2.2425834476638267
2020/11/24,2.235028533611653
2020/11/25,2.1668876767387317
2020/11/26,2.164692669317422
2020/11/27,2.2094450358475095
2020/11/28,2.202631105243743
2020/11/29,2.1633117749310755
2020/11/30,2.1234744544739588
2020/12/01,2.1828995354745944
2020/12/02,2.1283208473668926
2020/12/03,2.0587684775753416
2020/12/04,2.0814027211382835
2020/12/05,2.061339136821701
2020/12/06,2.0360216968724325
2020/12/07,2.0140083906442054
2020/12/08,1.9994987050198068
2020/12/09,2.001520951134824
2020/12/10,1.9740302435877313
2020/12/11,1.8846533209103142
2020/12/12,1.7876072882385994
2020/12/13,1.7808220241216561
2020/12/14,1.4452530564955695
