date,score
2020/01/01,2.4235922348004477
2020/01/02,2.3740842532047406
2020/01/03,2.3830249692754584
2020/01/04,2.3733564543683676
2020/01/05,2.364503559763527
2020/01/06,2.363546664968865
2020/01/07,2.395311468879356
2020/01/08,2.453448362090921
2020/01/09,2.479354602107916
2020/01/10,2.4747875930514125
2020/01/11,2.4649728978032277
2020/01/12,2.46339191049796
2020/01/13,2.475564976735128
2020/01/14,2.4187278483771566
2020/01/15,2.4477716440897135
2020/01/16,2.476322231081472
2020/01/17,2.5249662750979285
2020/01/18,2.5313888711567794
2020/01/19,2.5516024836304854
2020/01/20,2.546272123801553
2020/01/21,2.5371452787143074
2020/01/22,2.511711518383964
2020/01/23,2.522679564164988
2020/01/24,2.47301976171969
2020/01/25,2.511155457566292
2020/01/26,2.5180268191643007
2020/01/27,2.3982266476720966
2020/01/28,2.148893558712045
2020/01/29,2.1431329278497175
2020/01/30,2.1082794153736972
2020/01/31,1.4145439194732812
