date,score
2020/07/01,2.1003612980256237
2020/07/02,2.1019665424452465
2020/07/03,2.093829940616873
2020/07/04,2.090364691150803
2020/07/05,2.0811667297461622
2020/07/06,2.119273358763427
2020/07/07,2.260326889583556
2020/07/08,2.3079279127639003
2020/07/09,2.268695163826487
2020/07/10,2.240134488150856
2020/07/11,2.2321444206314625
2020/07/12,2.213155713228837
2020/07/13,2.178419749908278
2020/07/14,2.1460840557749354
2020/07/15,2.159689645158737
2020/07/16,2.1587247380385413
2020/07/17,2.1730147082187936
2020/07/18,2.152739837414421
2020/07/19,2.1719433171532727
2020/07/20,2.1754673053803173
2020/07/21,2.1662197738691176
2020/07/22,2.1328544010557353
2020/07/23,2.108536830805995
2020/07/24,2.115448561165778
2020/07/26,2.0765160053987426
2020/07/27,2.0540770878794365
2020/07/28,2.0003845094076773
2020/07/29,2.035291336729707
2020/07/30,2.1950029929589068
2020/07/31,2.3625100121564864
