date,score
2020/03/01,2.2069223635354858
2020/03/02,2.2023636261063606
2020/03/03,2.209998134790125
2020/03/04,2.167501910408729
2020/03/05,2.1527749794487128
2020/03/06,2.0690901020408137
2020/03/07,2.0168743589482947
2020/03/08,2.0124415098752486
2020/03/09,1.9954721459207945
2020/03/10,1.9365617245117646
2020/03/11,1.974491722956246
2020/03/12,1.9484675798468547
2020/03/13,1.9514027010180128
2020/03/14,1.9267162247633085
2020/03/15,1.943369382994648
2020/03/16,1.9436262137217861
2020/03/17,1.9082568703320066
2020/03/18,1.9032598268241803
2020/03/19,2.011112853010865
2020/03/20,2.118126338479438
2020/03/22,2.083501674673097
2020/03/23,2.0238504769117434
2020/03/24,2.034402523164545
2020/03/25,2.034506999929503
2020/03/26,1.9892479184298446
2020/03/27,2.005124995964718
2020/03/28,1.9399804889144985
2020/03/29,1.9295957219083628
2020/03/30,1.6973373210698692
2020/03/31,1.270470679435679
