,0,0,0,0,0
0,숨통 트인 진에어,"ㆍ등기임원 불법 재직 20개월 만에
ㆍ부정기편 운항 금지 등 제재 해제
ㆍ국토부 “지배구조 개선 지켜볼 것”

정부가 등기임원 불법 재직 논란을 일으켰던 진에어에 대한 제재를 해제하기로 결정했다. 코로나19로 인해 경영타격을 입은 진에어는 20개월 만에 부정기편 운항 등을 재개하며 숨통이 틔게 됐다.

국토교통부는 31일 정부세종청사에서 면허 자문회의를 열고 진에어에 부과했던 제재를 해제했다고 밝혔다. 국토부는 2018년 8월 미국 국적자인 조현민 전 대한항공 전무가 2010~2016년 진에어 등기이사로 재직한 사실이 드러나자 이 항공사의 신규 노선 및 신규 항공기 등록, 부정기편 운항허가를 모두 제한했다. 항공법은 국가기간산업인 항공업을 보호하기 위해 외국인 이사를 두지 못하도록 하고 있다.

자문회의는 지난 25일 열린 정기주주총회에서 진에어가 지배구조 개선책을 내놓은 만큼 제재를 해제해야 한다는 의견을 국토부에 제시했다. 당시 진에어는 사외이사를 3명에서 4명으로 확대하고 한진칼의 영향력을 배제하기 위해 한진칼 임원이 맡고 있던 기타비상무이사를 폐지하는 내용의 지배구조 개선책을 내놨다. 개선책에는 주주권익 관련 사항을 의결하는 거버넌스위원회와 안전관련 사항을 의결하는 안전위원회를 각각 설치하는 내용도 담겼다.

김상도 국토부 항공정책실장은 “약속한 경영문화 개선조치를 마련한 만큼, 앞으로 진에어가 이러한 취지대로 운영돼 신뢰받는 항공기업으로 거듭나기를 기대하며 지켜보겠다”고 말했다. 국토부는 앞으로도 진에어가 이사회의 독립성을 보장하는지에 대해 계속 모니터링할 계획이다. 진에어 측은 “항공업계가 초유의 어려움을 겪고 있는 상황에서 해제 조치가 이뤄져 다행”이라고 말했다.

박상영 기자 sypark@kyunghyang.com",박상영 기자 sypark@kyunghyang.com,경향신문,2020/3/31
1,LG CNS 설립 33년만에 매출 3兆 첫 돌파,"순이익 1559억… 49% 급증
LG CNS가 설립 33년 만에 자체 매출로 매출 3조원대 벽을 넘었다. 치열한 국내 IT서비스 시장에서 기술투자에 집중해 경쟁력을 높이고, SI(시스템통합) 중심에서 솔루션·클라우드 비중을 높인 결과다. 지난해 영업이익과 순이익도 두자릿수 증가를 이어가며 양과 질에서 모두 주목할 만한 성과를 얻었다.



LG CNS는 지난달 30일 공개한 사업보고서를 통해 지난해 별도기준 매출 3조398억원, 영업이익 1863억원을 기록했다고 밝혔다. 이는 전년 대비 각각 7.5%, 13.8% 증가한 수치다. 순이익은 1046억원에서 1559억원으로 49.0% 늘었다. 연결기준으로는 매출 3조2883억원, 영업이익 2128억원으로 전년 대비 5.3%, 13.7%가 각각 증가했다. 연결기준 순이익은 1105억원에서 1635억원으로 47.9% 늘었다.



국내 IT서비스 업체중에 매출 3조원을 돌파한 것은 삼성SDS에 이어 두번째다. 재무통으로 꼽히는 김영섭 대표가 2015년 부임한 후 기술투자와 부실사업 정리를 병행한 결과로 평가된다. 김 대표는 부임 후 부실 자회사를 대거 정리해 수익성을 높이고, 클라우드, 블록체인, 빅데이터, 인공지능 등 신기술에 투자를 집중했다.



그 결과 2015년 별도 기준 2조1209억원이던 매출이 2016년 2조1506억원, 2017년 2조3887억원으로 증가했다. 2018년 5000억원 이상 매출이 급증한 데 이어 지난해 3조원대 관문을 처음 넘었다.



회사는 R&D(연구개발) 투자도 늘렸다. 2017년 244억원에서 2018년 345억원, 지난해 383억원으로 꾸준히 증가했다. 매출 대비 연구개발비 비중은 2018년 1.1%에서 지난해 1.2%로 0.1%p 높아졌다. 지난해에는 AI, 빅데이터, IoT(사물인터넷), 클라우드, 블록체인 등 신기술 개발에 집중, 미래 먹거리를 확충했다. 사람에 대한 투자도 늘었다. 회사 임직원 수는 작년 기준 6173명으로, 2018년의 5842명에서 5.7%(331명) 증가했다. 특히 신기술 부문에 인력을 집중 배치했다.



그 결과 공공사업, 클라우드 등에서 가시적 성과를 얻었다. 최근 보건복지부 차세대 사회보장정보시스템 사업 등 공공 차세대 프로젝트를 잇따라 수주했다. 대한항공 전사 IT시스템 클라우드 전환과 LG그룹 계열사 클라우드 이전도 진행 중이다.



회사는 올해 신종 코로나바이러스 감염증(코로나19)이 변수로 등장한 가운데 비대면 확산 분위기를 기회로 삼아 위기극복에 나선다는 전략이다. 회사 지분매각도 추진한다. LG그룹은 LG CNS 지분 35%를 맥쿼리PE에 매각하는 절차를 진행 중이다. 이를 통해 지주사 지분율을 낮춰 계열사 간 일감 몰아주기 이슈를 해소하고, 맥쿼리그룹의 글로벌 네트워크를 활용해 해외 사업에 나설 것으로 관측된다.



안경애기자 naturean@dt.co.kr",안경애,디지털타임스,2020/3/31
2,"브랜드 순위까지 바꾼 코로나… 쿠팡 뛰고, 대한항공 주저앉고","주요 온라인몰 상위권 진입 항공·여행·오프라인 유통 '뚝' 1위 삼성 갤럭시, 2위 카카오톡
[디지털타임스 김민주 기자] 코로나19 사태 이후 국내 브랜드 순위에 지각변동이 일어났다. 항공과 여행, 오프라인 유통 업종의 순위는 크게 하락한 반면, 비대면 채널 이용 급증에 온라인쇼핑 브랜드들은 급상승했다.



31일 브랜드가치 평가회사인 브랜드스탁에 따르면 올해 1분기 브랜드스탁지수(BSTI)는 팬데믹 상황인 코로나19 영향을 받아 관련 브랜드들의 등락이 극명하게 엇갈렸다. 사회적 거리두기와 재택근무 등이 확산하면서 반사이익을 얻은 업종은 온라인쇼핑이다.



그동안 대규모 적자와 악성 이슈로 하위권에 머물렀던 쿠팡은 BSTI 853점을 얻으며 지난해 말 54위에서 12계단 오른 42위를 기록했다. G마켓은 11위에 올라 10위권 진입을 눈앞에 뒀다. 11번가는 지난해 대비 6계단 상승한 21위에 이름을 올렸고, 옥션은 지난해 43위에서 16계단 높은 26위까지 올랐다.



반면, 유통 최고 브랜드로 전체 2위였던 이마트는 3위로 물러났다. 대대적인 구조조정을 예고한 롯데그룹 유통 브랜드들도 대거 순위가 떨어졌다. 지난해 10위였던 롯데하이마트가 13위로 내려선 것을 비롯해 롯데마트(13위→26위), 롯데백화점(23위→48위), 롯데슈퍼(71위→72위) 등이 모두 하락했다.



또한, 신세계백화점(33위→51위)과 홈플러스(50위→71위), 현대백화점(56→63위)도 순위가 크게 떨어져 오프라인 유통 부문에 위기감이 더욱 심화할 것으로 전망됐다.



아울러 코로나19 직격탄은 맞은 항공과 여행 관련 브랜드들은 하락세를 보였다. 지난해 종합 순위 5위였던 인천공항은 9위로 내려앉았고, 대한항공과 아시아나항공은 각각 16계단, 23계단 추락한 50위와 55위로 조사됐다. 여행사 1위 브랜드인 하나투어는 5계단 떨어진 24위를 기록했다.



이번 분기에도 삼성전자의 스마트폰 브랜드인 삼성 갤럭시가 전체 1위를 유지했다. 카카오톡은 이마트를 제치고 2위에 올랐고, 네이버도 4계단 오른 5위를 기록하는 등 정보통신기술(ICT) 부문이 강세를 보였다. 이 밖에도 KB국민은행, 롯데월드 어드벤처, 신라면, 신한카드, SK텔레콤이 상위 10위권을 형성했다.



특히 대표적인 불황형 브랜드인 신라면은 최근 코로나19 등에 따라 1단계 올랐고, 참이슬도 7계단 오른 45위를 기록했다.



1분기에 새로 100위권에 진입한 브랜드는 카카오T(83위)를 비롯해 SSG닷컴(86위), BMW(88위), 2080(89위), 신한금융투자(95위), 블랙야크(96위) 등 6개로 집계됐다.



브랜드스탁의 '대한민국 100대 브랜드'는 BSTI 점수가 높은 브랜드를 상위 100위까지 선정해 발표하는 브랜드 가치 평가 인증제도다. BSTI는 230여개 부문의 대표 브랜드 1000여개를 대상으로 브랜드스탁 증권거래소의 모의주식 거래를 통해 형성된 브랜드주가지수(70%)와 정기 소비자조사지수(30%)를 결합한 브랜드가치 평가모델이다.



김민주기자 stella2515@dt.co.kr",김민주,디지털타임스,2020/3/31
3,하늘길 막혔는데… 진에어 `족쇄` 풀어준 국토부,,김양혁,디지털타임스,2020/3/31
4,대한항공 외국인 조종사 전원 무급휴가,"1일부터 3개월 동안 의무 무급휴가
대한항공 소속 외국인 조종사 전원이 3개월동안 무급휴가에 들어간다. 대한항공은 31일 “외국인 조종사 전원이 오는 1일부터 3개월동안 의무적으로 무급휴가를 떠난다”고 밝혔다.
대한항공에는 3000여명의 조종사가 근무하고 있다. 이중 외국인 조종사는 390명 정도다. 대한항공은 이미 이달 초 외국인 조종사에 대해 무급휴가를 주기로 했다. 당초 200명 정도의 외국인 조종사가 무급휴가에 들어갔지만, 결국 규모를 전체로 확대한 것이다. 대한항공 관계자는 “현재 항공기 10대 중 9대가 뜨지 않는 상황”이라며 “부진한 경영 실적을 만회하기 위해 내린 조치”라고 말했다.




대한항공은 직원들을 대상으로 연차 휴가를 독려하고 있다. 이에 더해 160여명의 승무원이 3개월 무급 휴직에 돌입하는 등 400여명이 무급 휴직 중이다. 업계 관계자는 “조만간 순환 무급 휴직 조치도 나올 것”이라고 말했다.",석남준 기자,조선일보,2020/3/31
5,"대한항공, 외국인 조종사 전원 3개월 무급휴가 실시","[머니투데이 주명호 기자] 대한항공이 모든 외국인 조종사를 대상으로 3개월간 무급휴가를 실시한다.

31일 항공업계에 따르면 대한항공은 오는 4월 1일부터 6월 30일까지 3개월간 외국인 조종사 387명 모두에게 의무적으로 무급휴가를 적용키로 했다.

앞서 대한항공은 희망자를 대상으로 무급휴가를 실시하기로 하고 신청을 받았으나 신청자가 지속적으로 늘면서 전체 대상으로 범위를 늘리기로 했다.

대한항공은 앞서 이달초부터 2년차 이상 객실승무원을 대상으로 단기 무급휴가 신청을 받았다. 이후 범위를 1~2년차를 포함한 전체 승무원으로 늘려 무급휴가를 실시키로 했다.",주명호|기자|,머니투데이,2020/3/31
6,[한겨레 프리즘] ‘일 없는’ 일이 없으려면 / 김윤주,,,한겨레,2020/3/31
7,주주제안 119개 쏟아졌지만…통과된 안건은 3개 불과,"올해 기업들의 정기 주주총회 시즌이 막을 내렸다. 올해 주총에선 기관투자가 및 소액주주의 주주제안이 역대 최대 규모로 쏟아진 가운데 전자투표제도를 도입한 기업도 늘어 ‘주주 반란’이 급증할 것이란 전망이 많았다.

하지만 막상 뚜껑을 열어보니 ‘찻잔 속 태풍’에 그쳤다. 전자투표 행사 비율은 한 자릿수에 머물렀고 주주와 기업 간 표 대결은 대부분 기업 승리로 끝났다.


31일 증권업계에 따르면 올해 정기 주총에선 24개 기업을 대상으로 총 119개 주주제안 안건이 상정됐다. 안건 수로만 보면 역대 최대인 2015년의 116개를 넘어선 것이다. 하지만 올해 주총에서 주주제안이 받아들여진 기업은 2개, 안건은 3개에 불과했다. 기업 기준으론 주주제안 통과율이 8.3%, 안건 기준으론 2.5%에 머문 것이다.

주주제안 안건이 통과된 기업은 코닉글로리와 시공테크였다. 경영권 분쟁을 겪고 있는 보안업체 코닉글로리 소액주주들은 올해 주총에서 직접 추천한 감사 2명을 선임시키는 데 성공했다. 전문 디자인업체 시공테크 소액주주들도 직접 추천한 사외이사를 선임했다.

두 기업은 모두 대주주 지분율이 상대적으로 낮은 게 공통점이다. 코닉글로리는 최대주주 및 특수관계인 지분율이 11.23%(지난해 9월 말 기준)였다. 시공테크는 최대주주 및 특수관계인 지분율이 37.54%였다.

나머지 주주제안 안건은 모두 주총에서 부결됐다. 밸류파트너스자산운용은 중간 배당 신설을 요구하고 직접 감사위원을 추천하면서 철강 제조업체 KISCO홀딩스를 거세게 압박했지만 결국 단 한 건의 안건도 통과시키기 못했다. 조현아 전 대한항공 부사장·KCGI·반도건설로 구성된 ‘반(反)조원태 3자 연합’도 한진칼 정기 주총에서 단 한 건의 주주제안 안건을 통과시키지 못했다. 동일산업, 삼영무역 등의 주총에 상정된 주주제안도 부결됐다.

전자투표 역시 별로 힘을 쓰지 못했다. 올해 정기 주총에서 미래에셋대우 시스템을 통해 전자투표를 도입한 기업은 총 140곳에 달했다. 작년 99곳보다 41곳(41.4%) 증가했다. 신종 코로나바이러스 감염증(코로나19) 확산으로 소액주주들의 주총 참여율이 떨어질 것을 우려해 삼성전자, 현대자동차그룹, CJ그룹 등이 전자투표를 도입한 데 따른 것이다. 전자투표는 주총장에 출석하지 않아도 주주들이 온라인으로 의결권을 행사할 수 있도록 한 제도다.

하지만 올해 주총에서 발행 주식 수 대비 전자투표 행사율은 대부분 한 자릿수에 머물렀다. 미래에셋대우를 통한 140개 기업의 전자투표 행사율은 작년 4.5%에서 올해 6%로 높아진 데 그쳤다.

한 증권사 관계자는 “통상 단기 투자를 하는 소액주주들은 매매 차익에 집중할 뿐 주총에 대한 관심이 낮다”며 “올해는 코로나19로 인한 경기 침체와 주가 폭락 등으로 소액주주들의 주총 관심이 더 멀어졌다”고 분석했다.

이렇다 보니 올해 정기 주총에서 감사 선임 부결 건수 및 비율은 역대 최대 수준으로 치솟았다. 감사나 감사위원 선임에 실패한 기업은 총 254개에 달했다. 코로나19로 소액주주의 주총 참여가 극히 저조한 가운데 감사 선임 때 대주주 의결권을 발행 주식 수의 최대 3%로 제한하는 ‘3%룰’까지 맞물려 의결 정족수를 확보하지 못했기 때문이다.

김은정 기자 kej@hankyung.com",김은정(kej@hankyung.com);,한국경제,2020/3/31
8,기업들 `코로나 버티기`…월급 깎고 단기CP서 긴급자금 조달,,"전경운,이종혁,강우석",매일경제,2020/3/31
9,[시그널] 한진칼 2R 돌입…조현아 전 부사장도 칼 뽑았다,"보유 주식 담보로 최대 800억원 조달 추진
[편집자註] 이 기사는 2020년 3월 31일 14:15 프리미엄 컨버전스 미디어  '시그널(Signal)' 에 표출된 기사입니다.

한진(002320)그룹 경영권 분쟁이 2라운드에 돌입한 가운데 3자 주주연합 중 조현아 전 대한항공 부사장 이 움직이기 시작했다. 보유 주식을 담보로 자금을 조달해 한진칼(180640) 지분 매입에 나설 것으로 보인다.

31일 투자은행(IB) 업계에 따르면 조 전 부사장은 한진칼 주식 담보 대출을 위해 자본 시장 관계자들을 접촉한 것으로 알려졌다. 조달 목표액은 800억원 정도로 전해졌다.

조 전 부사장은 한진칼 지분 6.49%를 보유하고 있다. 한진칼 주가 5거래일 평균가(6만4,350원)로 보면 지분 가치는 2,469억원이다. 조 전 부사장은 경영권 분쟁 전인 지난 2018년 하나은행과 하나금융투자로부터 1.16%를 담보로 대출 받았다. 지난해 10월에는 상속세를 납부하기 위해 종로세무서(0.38%)와 용산세무서(0.42%)에 지분을 담보로 제공하기도 했다. 이런 점을 고려하면 실제로 활용할 수 있는 지분 (4.53%)의 가치는 1,740억원 정도다.

조 전 부사장이 800억원 전액을 한진칼 주식 매집에 이용한다면 최근 5거래일 평균 가격으로 역산했을 때 2.1%가량을 취득할 수 있다. 한진칼 주가가 8만원까지 급등한 점을 고려하면 1.69%를 취득할 수 있는 규모다.

조 전 부사장이 자금조달에 나선 이유는 3자 연합에 힘을 보태기 위해서다. 주주연합은 27일 한진칼 주총에서 조원태 한진그룹 회장의 사내이사 연임 저지를 비롯해 추천 이사의 이사회 진입에 모두 실패했다. 반도건설도 허위공시로 한진칼 보유지분 8.2% 중 5% 이상 지분율(3.2%포인트)에 대한 의결권 행사를 9월까지 하지 못한다.


하지만 이게 끝은 아니다. 주주연합은 주총 패배 이후 분쟁을 이어갈 의지를 내비쳤다. 2라운드를 준비하겠다는 것이다. 일단 최대한 많은 지분 확보에 집중하고 있다. 주주연합 모두가 자금을 마련하는 이유다. 조 전 부사장 이외 KCGI가 ㈜한진 지분 5.01%를 매입가 절반에 손해를 보면서 매도해 151억원을 확보했다. KCGI는 또 1,000억원을 목표로 펀드를, 반도건설은 계열사를 대상으로 주식담보대출을 추진하고 있다.

다만 한진칼 주가가 요동치는 점은 주주연합에도 부담이다. 현재 조 회장(37.35%), 주주연합(41.96%), 대한항공(003490) 자가보험 사우회(3.79%), 국민연금(2.9%), 기타 주주들 등을 포함하면 유동주식 수는 12% 정도로 분석된다. 어느 쪽이든 매입이 시작되면 주가가 10% 가까이 널뛰는 현상이 나타날 수 있다. 업계의 한 관계자는 “주총에서 소액주주들의 표가 생각보다 3자 연합에 많이 몰렸다”며 “조 회장 측 역시 새로운 백기사 확보 등에 나설 것”이라고 설명했다.

한편 조 전 부사장 측인 법무법인 원 관계자는 “주담대와 관련해서는 기존에 공시된 내용 외에 언급할 내용이 없다”고 말했다.",강도원 기자,서울경제,2020/3/31
