,0,0,0,0,0
0,조현아 ‘칼’ 뺐다…조원태 경영권에 ‘적신호’,"‘남매의 난’으로 촉발된 한진그룹 경영권 분쟁이 정점으로 치닫고 있다. 그룹 경영권의 향배를 가늠할 3월 한진칼 주주총회에 앞서 누나인 조현아 전 대한항공 부사장이 본격적인 세(勢) 결집에 나서면서다. 조 전 부사장은 특히 우호세력 확보 과정에서 ‘경영 일선에 나서지 않겠다’는 조건까지 제시하고 배수의 진까지 친 것으로 확인됐다. 조 전 부사장의 파상 공세가 이어지면서 동생인 조원태 대한항공 회장의 경영권도 장담할 수 없게 됐다.
법무법인 태평양은 31일 조 전 부사장과 강성부펀드로 알려진 KCGI, 반도건설 명의의 3자 공동 입장문을 통해 ""대한항공을 비롯한 한진그룹의 현재 경영상황이 심각한 위기상황이며 그것이 현재의 경영진에 의하여는 개선될 수 없다""고 밝혔다. 이어 ""전문경영인제도의 도입을 포함한 기존 경영방식의 혁신, 재무구조의 개선 및 경영 효율화를 통해 주주가치의 제고가 필요하다는 점에 함께 공감했다""며 한 배에 오르게 된 배경을 설명했다. 아울러 “주주 공동이익을 구현할 수 있는 모범적인 지배구조를 정립하기 위해 세 주주는 경영의 일선에 나서지 않고 전문경영인에 의한 혁신적인 경영이 이뤄질 수 있도록 최선을 다할 것”이라고 명시했다. 사실상 3월에 열릴 한진칼 주주총회에서 조 회장의 사내이사 재선임 만큼은 확실하게 저지하겠단 의지를 분명히 한 셈이다.
KCGI 산하 투자목적회사인 그레이스홀딩스는 이날 조 전 부사장, 반도건설 계열사인 대호개발·한영개발·반도개발과 한진칼 주식에 대한 공동보유계약을 체결했다고 공시했다. 현행법상 일명 '5%룰'에 의해 합의 또는 계약으로 지분을 공동 취득·처분하거나 의결권을 공동 행사키로 한 경우 합산 보유비율이 발생주식 등 총수의 5% 이상이면 이런 사항을 공시해야 한다.


현재 한진그룹 지주사인 한진칼의 지분구조를 감안하면 조 전 부사장과 KCGI, 반도건설 등의 의기투합은 조 회장에겐 위협적일 수 밖에 없다. 한진칼 지분구조에서 KCGI는 17.29%를, 반도건설은 8.28%를 보유하고 있다. 여기에 조 전 부사장이 보유한 6.49%를 합할 경우, 조 전 부사장측 지분은 32.06%로 치솟는다. 이는 조 회장의 6.52%와 백기사로 알려진 델타항공 10.0%, 카카오 1.0% 등을 합한 17.52%를 훨씬 웃도는 수준이다. 조현민 한진칼 전무(6.47%)와 이명희 정석기업 고문(5.31%), 국민연금(4.11%) 등을 포함한 50.42%의 기타 지분이 변수로 남아 있지만 조 회장 입장에선 경영권 방어에 ‘빨간불’이 켜진 건 자명하다.
수세에 몰린 조 회장은 고심이 깊어진 것으로 보인다. 대한항공 관계자는 “(이번 조 전 부회장의 연합에 대해) 시간을 좀 가지고 다음 주 초에 입장을 밝힐 것”이라고 말했다.
한편 항공업계에서는 조 회장이 마치 그룹의 대표자인 것처럼 우한행 전세기에 탑승한 것이 이번 3자 합의의 계기가 됐다는 해석도 있다. 조 전 부회장이 고심 끝에 3자 합의를 전격 발표한 시점이 조 회장이 우한에 다녀온 직후인 것도 이런 해석에 무게를 실어주는 대목이다.
허희영 한국항공대 경영학과 교수는 “예단하긴 힘들지만 지금 상황으론 조 전 부사장의 결단으로 그레이스홀딩스가 유리한 입장에 있다”며 “조 회장이 어머니인 이명희 고문과 조 전무 등 나머지 가족을 잘 결합한다면 볼만한 경쟁이 될 것”이라고 내다봤다. 허 교수는 “하지만 사모펀드인 KCGI가 3월 주총에서 경영권을 획득해 전문경영인을 내세울 경우 2010년 파산한 일본항공(JAL)처럼 단기이윤 추구로 인해 지속 가능한 경영이 불가능해 질 수 있다”며 “이런 우려에 공감하는 주주들이 조 회장 편에 설 가능성도 배제할 수 없다”고 말했다.
김경준 기자 ultrakj75@hankookilbo.com",김경준,UNK,2020/01/31
1,[속보] 조현아-KCGI-반도건설 손잡았다… 절정 치닫는 한진 경영권 분쟁,"한진그룹 경영권 향배를 가를 3월 한진칼 주주총회를 앞두고 조현아 전 대한항공 부사장과 사모펀드 KCGI(일명 강성부 펀드), 반도건설이 공동 전선을 구축하기로 합의했다. 이에 따라 남매지간인 조원태 한진그룹 회장과 조 전 부사장의 갈등으로 불거진 경영권 분쟁은 한층 격화할 것으로 보인다.
31일 조 전 부사장과 KCGI, 반도건설은 법무법인 태평양을 통해 발표한 공동입장문을 통해 “대한항공을 비롯한 한진그룹의 현재 경영 상황이 심각한 위기 상황이며 그것이 현재의 경영진에 의해선 개선될 수 없다”고 밝혔다. 이들은 “전문경영인제도의 도입을 포함한 기존 경영방식의 혁신, 재무구조의 개선 및 경영 효율화를 통해 주주가치 제고가 필요하다는 점에 함께 공감했다”며 “다가오는 한진칼의 주주총회에서 의결권 행사와 주주제안 등 한진그룹의 성장과 발전을 위한 활동에 적극 협력하기로 합의했다”고 말했다.
이들은 협력 배경에 대해 “KCGI가 꾸준히 제기해 온 전문경영인 제도의 도입을 통한 한진그룹의 개선 방향에 대해 기존 대주주 가족의 일원인 조현아 전 부사장이 많은 고민 끝에 전적으로 공감하고 새로운 주주인 반도건설 역시 그러한 취지에 적극 공감함으로써 전격적으로 이뤄질 수 있었다”고 설명했다.
이어 “앞으로 한진그룹의 전문경영인 체제와 이사회 중심 경영을 강화해, 어느 특정 주주 개인의 이익에 좌우되지 않고 그동안 소외됐던 일반주주들의 이익을 증진하며 주주 공동이익을 구현할 수 있는 모범적인 지배구조를 정립하기 위해 모든 노력을 다하겠다”고 밝혔다. 이들은 경영 일선에 나서지 않고 전문경영인을 지원하겠다는 입장도 밝혔다.

김경준 기자 ultrakj75@hankookilbo.com",김경준,UNK,2020/01/31
2,우한 교민 전세기 탄 승무원들 비행기서 내리면? 2주간 자가격리,"“줄어든 비행수당 등 처우에 대한 정보는 아직 없어”


신종 코로나바이러스 감염증 발원지인 중국 후베이(湖北)성 우한(武漢)과 인근 지역에 체류 중인 교민 367명을 태운 정부 전세기가 31일 오전 김포공항에 도착한 가운데 전세기에 탑승한 승무원들 안전에도 관심이 모이고 있다. 전세기에 탑승한 승무원들은 2주간 자가 격리 기간을 갖는다.
대한항공 직원연대 여성부장인 편선화 승무원은 31일 오전 KBS 라디오 ‘김경래의 최강시사’에서 “자원한 승무원들이 처음에 (비행을) 결심하기가 쉽지 않았을 것”이라며 “2주 동안 자가 격리라고는 하지만 승무원은 비행 수당도 있지 않나. 비행도 2주 동안 못하게 되는데 회사에서 처우에 대한 정보를 제공한 건 없다”고 말했다. 편 승무원은 전세기에 탑승한 승무원들이 2주간 자가 격리 기간을 갖는 경우 그만큼 비행을 하지 못기 때문에 비행 수당이 줄어든다는 점을 짚었다.
편 승무원은 “우한 다녀오는 승무원 한 분 스케줄 표를 봤는데 다녀와서 이틀 쉬고 바로 다른 비행 스케줄이 배정돼 있는 것을 봤다”며 “그래서 아직까지는 확실하게 (자가 격리) 조치가 이루어지고 있지 않은 것 같은데 우리 직원연대지부에서 끝까지 관심을 가지고 지켜볼 예정”이라고 전했다.


지난 28일 대한항공 노동조합(일반직 노조) 간부를 포함한 노조원 33명은 감염 위험 노출 가능성에도 불구하고 전세기 탑승을 자원했다. 편 승무원은 이 자원 과정에서 아쉬움이 있었다고 전했다. 그는 “자원이 쉽지 않은 결정이었을 텐데 그 용기에 저희 국민으로서 그리고 같은 승무원으로서 감사하다”며 “그런데 그 과정에서 승무원들한테 중간관리자들이 직접적으로 1대 1로 전화를 해서 갈 수 있냐고 확인을 한 것으로 알고 있다”고 말했다. 편 승무원은 “그런 경우에 집에 어린이들이 있고 개인 사정으로 못 가는 승무원들이 있을 것 아닌가”라며 “그런 분들은 좀 힘들다고 이야기를 했는데, 아마 그분들도 마음이 무겁고 부담스러웠을 것”이라고 전했다. 그러면서 “처음부터 공개적으로 지원자를 모집하는 것이 어땠을까 하는 아쉬움이 좀 있긴 하다”고 덧붙였다.
한국인 367명을 실은 정부 전세기는 31일 오전 우한 톈허(天河)공항을 출발해 이날 오전 8시쯤 김포공항에 도착했다. 정부는 나머지 탑승 신청자를 태우기 위한 추가 전세기 운항 협의를 중국 당국과 진행 중인 것으로 알려졌다.

박민정 기자 mjmj@hankookilbo.com",박민정,UNK,2020/01/31
3,"조현아, KCGI·반도와 ‘반조원태’ 전선","ㆍ한진 남매 경영권 분쟁 본격화



입장문에 “경영 일선 안 나서”
조현아 경영 복귀와 무관 피력
3월 주총 전까지 지분 확보 경쟁
모친·국민연금 행보 변수될 듯

조현아 전 대한항공 부사장과 사모펀드 KCGI, 반도건설이 ‘반조원태’ 기치를 내걸고 3자 공동전선을 구축했다. 오는 3월 한진그룹 지주사인 한진칼 주주총회를 앞두고 경영권을 둘러싼 남매간 분쟁이 예측불허의 양상으로 치닫게 됐다.

조 전 부사장과 KCGI, 반도건설은 31일 법무법인 태평양을 통해 발표한 3자 공동 입장문에서 “전문경영인제도의 도입을 포함한 기존 경영 방식의 혁신 및 경영 효율화를 통해 주주가치의 제고가 필요하다는 점에 공감했다”며 “다가오는 주총에서 의결권 행사와 주주제안 등 한진그룹의 성장과 발전을 위한 활동에 적극 협력하기로 합의했다”고 밝혔다. 이어 “세 주주는 경영 일선에 나서지 않고 전문경영인에 의한 혁신적 경영이 이루어질 수 있도록 최선의 노력을 다하겠다”고 덧붙였다. 조 전 부사장으로서는 이번 연대가 자신의 경영 복귀나 경영권 확보 등 개인적 욕심과 무관하다는 입장을 피력한 것으로 풀이된다.

조 전 부사장은 한진칼 지분 6.49%를 보유하고 있으며 KCGI는 17.29%, 반도건설은 8.20%를 갖고 있어 이를 합하면 총 31.98%가 된다. 한진 총수 일가가 보유한 한진칼 지분(특수관계인 포함)은 총 28.94%로 이 가운데 조 전 부사장의 지분이 빠지면서 조원태 회장 측 지분은 어머니 이명희 정석기업 고문과 동생 조현민 한진칼 전무가 함께한다는 전제하에 22.45%다. 여기에 조 회장에 우호적 지분으로 분류되는 델타항공(10.0%)과 카카오(1.0%)를 더하면 조 회장과 함께할 수 있는 지분은 33.45% 수준으로 분석된다. 양측 간 지분 격차가 1.47%포인트에 불과해 만약 조 회장의 모친과 여동생 중 한 명이 등을 돌릴 경우 조 회장으로서는 경영권 유지를 장담할 수 없다는 얘기다.

주총에서 출석 주주 과반수의 찬성을 얻지 못하면 조 회장은 연임에 실패하고 그룹 경영권까지 잃을 수 있다. 조양호 전 회장의 사내이사 연임이 부결됐던 지난해 주총 참석률이 77%였던 점을 감안한다면, 조 회장의 연임을 위해선 최소 38~39%의 지분이 확보돼야 할 것으로 보인다.

일각에서는 지난 연말 조 회장이 모친과 갈등을 빚은 사실이 알려진 뒤 화해했다는 입장을 냈지만 진정한 화해가 이뤄졌는지 불투명하다는 관측도 나온다. 한진칼 지분 4.11%를 보유 중인 국민연금의 행보 역시 변수가 될 수 있다.

김지원 기자 deepdeep@kyunghyang.com",김지원 기자 deepdeep@kyunghyang.com,경향신문,2020/01/31
4,'우한' 다녀오니 '우환'…누나 조현아의 '선전포고',"◀ 앵커 ▶

오늘 우한 교민을 이송한 전세기에는 조원태 한진그룹 회장도 타고 있었습니다.

그런데 돌아 오자마자 뜻밖의 상황이 벌어졌는데요.

누나인 조현아 전 대한항공 부사장이 행동주의 펀드 KCGI, 그리고 반도 건설과 손을 잡고, 경영진을 교체하겠다면서, 조 회장에게 선전포고를 했습니다.

다시 한 번 시작된 남매 간의 전쟁, 이준희 기자가 취재했습니다.

◀ 리포트 ▶

어젯밤 중국 우한으로 가는 전세기에 승무원들과 함께 탄 한진그룹 조원태 회장.

[조원태/한진그룹 회장(어젯밤)]
""역할은 없고요. 그냥 직원들 응원해주고 오겠습니다.""

교민들과 함께 한국에 돌아온 지 12시간도 안 돼 예상치 못한 일이 벌어졌습니다.

누나인 조현아 전 대한항공 부사장과 행동주의 펀드 KCGI, 그리고 최근 지분을 늘린 반도건설이 손을 잡는다는 합의문을 발표했기 때문입니다.

이들은 ""한진그룹의 위기 상황을 현재 경영진은 개선할 수 없다""며 ""전문경영인체제와 이사회 중심 경영을 강화해야 한다""고 밝혔습니다.

조 전 부사장 자신이 경영에 나서진 않지만, 적어도 조 회장은 대표에서 내쫓겠다는 겁니다.

조 전 부사장 등 세 주주가 보유한 지주사 한진칼 지분은 약 32%.

조원태 회장이 자신의 우호지분인 델타항공과 어머니 이명희 고문, 여동생 조현민 전무 지분까지 다 합쳐도 33%로 채 2%도 차이 나지 않습니다.

주주총회에서 과반수를 얻어야 대표직을 유지할 수 있는 데다 4%의 국민연금까지 반대쪽에 가세하면 경영권을 잃을 수 있습니다.

조 전 부사장 측은 ""이미 전문경영인을 물색하는 중""이라며 ""국민연금은 물론 일반 주주들도 전문경영인 선임에 찬성할 것""이라고 주장했습니다.

반면 조 회장 측근은 ""조 회장이 2003년부터 대한항공에 몸담으며 이미 전문성을 쌓았다""며 ""이 상황에서 전문경영인 도입이 필요한지 모르겠다""고 말했습니다.

3월 주주총회를 앞두고 한진 남매 간의 경영권 분쟁이 한 치 앞을 내다볼 수 없는 상황에 빠졌습니다.

MBC뉴스 이준희입니다.

(영상취재: 이상용, 영상편집: 이상민)",이준희,MBC,2020/01/31
5,사면초가 조원태 한진 회장…이명희·조현민 손 못 잡으면 경영권 상실,"연합군 지분 32.6%…조원태 회장, 우호지분 모두 확보해야 비슷
한진(002320)가(家) 장녀인 조현아 전 대한항공(003490) 부사장이 동생 조원태 한진그룹 회장 대신 KCGI·반도건설과 손을 잡으며 남매의 난은 본격적인 경영권 분쟁에 불을 붙였다. 조 전 부사장은 경영권 포기라는 오너일가로서는 하기 힘든 파격적인 카드를 내놓으며 연합군을 형성했고 반도건설은 백기사 역할에 머무르지 않고 KCGI와 연대해 경영권 분쟁에 나서겠다고 선언했다. 자금 회수(엑시트)를 고려해야 하는 KCGI 입장에서도 경영권 참여를 선언한 반도건설과 손을 잡는 게 더 나은 선택지라고 판단한 것으로 보인다. 오는 3월 예정된 한진칼(180640) 주주총회에서 조 회장이 이명희 정석기업 고문과 조현민 한진칼 전무 등의 우호 지분을 확보하지 못할 경우 연임이 사실상 불가능할 것으로 전망된다. 동생을 버리고 적을 선택한 조 전 부사장의 결정에 한진가와 한진그룹 내부는 적지 않은 충격을 받은 것으로 전해지고 있다.

31일 한진칼이 발표한 KCGI와 조 전 부사장, 반도건설의 지분 공동 보유계약은 상당기간 준비 과정을 거친 것으로 알려지고 있다. 이들은 최근 수차례 만나 각자가 보유한 지분을 공동으로 보유하기로 합의하고 법무법인 태평양의 공증과 감독원 변경 신청 등을 거쳐 주총에서 공동으로 의결권을 행사하기로 했다. 조 전 부사장이 조 회장에게 반기를 든 것은 지난해 12월 한진그룹 인사에서 배제되면서부터다. 동생 조 전무의 복직 이후 조 전 부사장은 복직이 무산되자 “조 회장이 고(故) 조양호 전 회장의 유훈을 무시한 채 독립경영을 하고 있다”며 정면 대결에 나섰다.

조 전 부사장을 비롯한 연합군은 3월 주총에서 한진칼의 등기이사 교체를 요구하는 등 지배구조 개편과 관련한 공동 주주제안을 통해 조 회장을 직접 공격할 것으로 예상된다. 이들은 이날 입장문에서 “KCGI가 꾸준히 제기해온 전문경영인제도 도입을 통한 한진그룹의 개선 방향에 대해 모두가 공감했다”며 “전문경영인 체제와 이사회 중심 경영을 강화하겠다”고 밝혔다. 한진칼 정관에 따르면 이사는 3인 이상으로 구성한다. 사외이사도 3인 이상이며 이사 총수의 과반수가 돼야 한다. 당초 한진칼 사내이사는 3인 체제로 유지됐으나 조 전 회장의 별세 이후 조 회장과 석태수 한진칼 사장 등 2명으로 이어져 왔다. 사외이사는 4명으로, 조 회장과 사외이사 이석우 법무법인 두레 변호사는 3월 임기 만료를 앞두고 있다.

주총에서 표 대결에 들어간다면 현재로서는 조 회장에게 절대적으로 불리하다. 조 회장이 보유한 한진칼 지분은 6.52%. 조 전 부사장이 보유한 한진칼 지분 6.49%에 KCGI와 반도건설 지분까지 합쳐 ‘연합군’은 32.06%를 보유하고 있는 만큼 절대 열세다. 그렇다고 조 회장이 끌어들일 수 있는 우호세력이 확실한 것도 아니다. 연합군을 제외하고 델타항공(10%), 카카오(1%) 등이 있지만 이들을 100% 조 회장의 우호세력이라고 장담할 수도 없다. 항공업계의 한 관계자는 “대한항공과 델타항공이 조인트벤처를 만드는 등 협력관계를 유지하고 있다고 해서 델타항공이 무조건 조 회장과 손을 잡지 않을 것”이라며 “만약 조 회장 편을 든다면 델타항공 자체적으로 이사회를 거치며 얻을 수 있는 것은 다 얻으려고 할 것”이라고 말했다.

여기다 조 회장은 국민연금이라는 또 다른 적을 앞에 두고 있다. 국민연금은 지난해 3월 대한항공 주총에서 고 조 전 회장의 이사직 연임에 반대표를 던지는 등 한진 오너 일가에 대해 부정적인 평가를 하고 있기 때문이다. 당시 국민연금은 한진칼 주총에서 ‘이사의 자격’에 대한 주주제안을 했으나 부결되기도 했다. 여기에 국민연금은 조 회장이 부정입학 등으로 학사 학위가 취소돼 ‘고졸’ 학력을 갖고 있다는 점 역시 한진그룹 회장 역할을 수행하는 데 적절치 않다는 판단을 한 것으로 알려졌다.


조 회장이 결국 손을 내밀 수 있는 우호세력은 남은 가족뿐이다. 어머니 이 고문과 동생 조 전무와 손을 잡지 못한다면 사내이사 연임에 대한 표 대결조차도 하지 못할 수 있다. 물론 외부세력에 대항해 조 전 부사장을 제외한 가족들이 손을 잡는다 해도 지분율은 18.3%에 불과한 만큼 델타항공과 카카오, 그리고 기관투자가·개인투자자 등에서 우호지분을 확보해야 해 쉽지 않은 상황이다.

조 전 부사장이 경영권을 포기하면서까지 KCGI·반도건설과 손을 잡은 것은 ‘호텔사업 확보’라는 명분을 얻기 위한 시도라는 데 힘이 실린다. 조 전 부사장은 미국 코넬대에서 호텔경영학을 전공한 뒤 대한항공 호텔면세사업본부에 입사해 칼호텔네트워크 대표를 맡는 등 호텔사업부에서 입지를 굳혀 왔다. 한진가 3남매 중 가장 적극적인 경영활동을 펼쳤다. 하지만 2014년 ‘땅콩 회항’ 사건과 외국인 가사도우미 불법채용 등의 논란이 불거지며 경영 일선에서 물러났다. 조 전 부사장이 조 회장에게 호텔사업 복귀를 요구했으나 그가 호텔사업부 매각 등을 거론하자 갈등이 심화된 것으로 전해졌다.

한진그룹에 정통한 관계자는 “KCGI의 반대로 고 조 전 회장이 물러났음에도 불구하고 조 전 부사장이 함께 손을 잡은 것은 실리를 택한 것”이라며 “대한항공의 호텔사업부와 칼호텔네트워크 등 호텔사업을 분리해 가져갈 가능성이 있다”고 말했다.",박시진 기자,서울경제,2020/01/31
6,조현아에 허찔린 조원태…우호지분 확보에 사활,,"한우람,최재원,송광섭",매일경제,2020/01/31
7,"불붙은 한진 ‘남매의 난’…조현아, KCGI·반도건설 손잡아",,당직자공용 기자,헤럴드경제,2020/01/31
8,"조현아, KCGI·반도 손잡고 ""조원태 한진 회장 물러나라""","한진칼 주요 주주인 이른바 '강성부펀드' KCGI와 조현아 전 대한항공 부사장(사진) 그리고 반도건설 등 3자가 한진칼 주주총회를 앞두고 연합군을 형성했다. 이들은 한진그룹이 전문경영인 체제로 전환해야 한다는 입장을 밝히며 조원태 한진그룹 회장 퇴진을 요구했다. 한진칼 경영권 분쟁이 격화되는 것이다.
31일 KCGI, 조 전 부사장, 반도건설 등은 법무법인 태평양을 통해 발표한 입장문에서 ""(3월에 예정된)한진칼 주주총회에서 의결권 행사와 주주제안 등 한진그룹 성장과 발전을 위한 활동에 적극 협력하기로 합의했다""며 ""앞으로 한진그룹 전문경영인 체제와 이사회 중심 경영을 강화해 주주 공동이익을 구현할 수 있는 모범적인 지배구조를 정립하기 위해 모든 노력을 다할 것""이라고 밝혔다.
KCGI는 이날 조 전 부사장, 반도건설 등과 한진칼 지분 공동보유계약을 체결해 이들을 특별관계자로 추가함에 따라 보유 지분이 기존 17.29%에서 32.06%로 늘어났다고 공시했다. 기존 KCGI 보유 지분에 조 전 부사장과 반도건설 지분 각각 6.49%와 8.28%가 추가된 것이다.
이들은 3자 연합의 이유로 한진그룹이 처한 위기를 거론했다. 입장문은 ""대한항공을 비롯한 한진그룹의 현재 경영상황이 심각한 위기상황이며 이는 현재 경영진에 의해 개선될 수 없다""며 ""기존 경영방식 혁신, 재무구조 개선 및 경영 효율화를 통해 주주가치의 제고가 필요하다는 점에 공감했다""고 밝혔다. KCGI가 그간 꾸준히 주장해온 전문경영인 체제 등 개선 방향에 조 전 부사장과 반도건설이 차례로 공감하며 이 같은 연합이 이뤄졌다는 설명이다. 이는 사실상 조 회장의 경영 퇴진을 요구한 것으로 풀이된다. 오는 3월 개최될 예정인 한진칼 주주총회는 3자연합과 조 회장 측이 이사진 선임, 주주제안 등을 놓고 치열한 표대결을 펼칠 것으로 예상된다. 조 회장 측 우호지분은 델타항공 보유 지분 10%와 조 전 부사장을 제외한 나머지 오너 등이 가세할 경우 총 32.45%에 달할 것으로 분석된다. 3자 연합과 우열을 가리기 어려운 지분율이다.
[한우람 기자 / 송광섭 기자]","한우람,송광섭",매일경제,2020/01/31
9,"조현아·KCGI·반도건설, '反조원태 연합' 칼 뺐다","조원태 한진그룹 회장에게 반기를 든 조현아 전 대한항공 부사장이 외부 주요 주주인 KCGI(강성부펀드), 반도건설 등과 손잡았다. 조 전 부사장을 포함한 ‘3자 동맹’이 한진그룹 지주사인 한진칼의 최대 지분을 확보하면서 한진그룹 경영권 분쟁이 한층 격화할 것이란 전망이 나온다.

KCGI는 “조 전 부사장, 반도건설 등과 한진칼 지분을 공동 보유하기로 결정해 지분율이 17.29%에서 32.06%로 증가했다”고 31일 공시했다. 반도건설(8.28%)과 조 전 부사장(6.49%)의 지분율이 더해진 데 따른 것이다.

이들은 이날 성명서에서 “저희는 국민의 기업인 대한항공을 비롯한 한진그룹이 심각한 위기 상황이며 그것이 현재의 경영진에 의해선 개선될 수 없다는 점에 공감했다”고 지적했다. 그러면서 “이를 위해 다가오는 한진칼 주주총회에서 의결권 행사와 주주제안 등 한진그룹의 성장과 발전을 위한 활동에 적극 협력하기로 합의했다”고 강조했다. 3월 한진칼 주총에서 3자가 연합해 의결권을 적극 행사하겠다고 한 것이다.

이들은 또 “향후 전문경영인체제와 이사회 중심 경영을 강화하겠다”며 조 회장의 한진칼 사내이사 재선임에 대해 반대할 뜻을 밝혔다. '누나 연합군' 지분 32%…코너 몰린 조원태

조원태 우군 다 합쳐도 21.67%
엄마·막내 지분 더해야 33% 돼

조원태 한진그룹 회장의 누나인 조현아 전 대한항공 부사장이 31일 한진그룹의 공격 세력이던 KCGI(강성부펀드), 반도건설 등 외부 주요 주주와 ‘3자 동맹’을 맺으면서 한진그룹의 경영권에 남매간 대결 구도가 본격 형성됐다.


3자 동맹 측은 조 회장의 그룹 지주회사 한진칼 이사 재선임에 반대하며 ‘전문경영인체제 도입’을 들고나왔다. 조 전 부사장도 한진칼 이사에 오르는 등의 경영엔 직접 참여하지 않고 주주로서의 역할만 하겠다고 했다. 당장 한진칼 주주총회를 앞두고 조 회장과 조 전 부사장 간 치열한 표 확보 경쟁에 이어 3월 말께 주총장에선 표 대결이 펼쳐질 것이란 전망이 나온다.

反조원태 측 최대주주로 올라서

이번 동맹으로 반(反)조 회장 측 지분율은 급증하게 됐다. 조 전 부사장과 KCGI, 반도건설의 지분을 더하면 32.06%가 된다. KCGI(17.29%), 반도건설(8.28%), 조 전 부사장(6.49%) 등이 따로 있을 때와는 달리 합쳐지면서 최대주주로 올라선 것이다.


이들은 각자의 지분을 공동 보유하기로 합의하고, 법무법인의 공증과 금융감독원 변경 신청 등을 거쳐 주총에서 공동으로 의결권을 행사하기로 했다. 다만 반도건설의 의결권 유효 지분(8.20%)만 반영하면 3월 주총에서 의결권을 가진 지분율은 31.98%로 추정된다.

이번 3자 간 협의는 조 전 부사장을 대리해 법무법인 원과 KCGI의 김남규 부대표, 반도그룹의 권홍사 회장 사위인 신동철 전무가 담당한 것으로 알려졌다. 조현아-KCGI-반도건설이 지분 공동 보유 이외에 구체적으로 어떤 조건에 합의했는지는 알려지지 않았다. 이들은 각자가 추천하는 사내·사외이사 선임건도 주총에서 낼 것으로 전망된다.

“모친·동생 우군으로 확보해야”

이에 비해 조 회장이 확보한 지분율은 본인 소유 주식(6.52%)을 비롯해 친족·임원·재단 등 특수관계인(4.15%), 델타항공(10%), 카카오(1%) 등 총 21.67%에 그친다.

지난해 물리적 다툼 이후 화해한 모친 이명희 정석기업 고문(5.31%)과 동생인 조현민 한진칼 전무(6.47%) 등의 지분율을 합치면 조 회장 측 지분율은 33.45%가 된다. 3자 동맹의 지분율보다 1%포인트 남짓 많아지는 셈이다.

이에 따라 3월 한진칼 주총을 앞두고 조 회장과 조 전 부사장 간에 모친과 동생의 표를 얻기 위한 쟁탈전도 뜨거워질 전망이다. 조 회장으로선 모친과 동생을 우군으로 확보해야 경영권을 지킬 수 있기 때문이다. 조 전 부사장 측에선 모친과 동생이 조 회장 편으로 움직이면 3자 동맹 지분율이 조 회장에게 뒤져 모녀를 최소한 중립으로 돌려야 한다.

한진가(家)를 잘 아는 관계자는 “이 고문은 아들보다 첫째 딸(조 전 부사장)과 가까운 것으로 안다”면서도 “지난 크리스마스 사태를 겪고서도 이번 설에 둘이 만나 화해한 것을 보면 딱히 누구 편이라고 하긴 힘들다”고 전했다.

중요해진 일반주주들의 ‘1주’

이번 주총에선 양쪽이 표 대결로 갈 경우 극히 적은 표 차이로 의결권이 갈릴 것으로 전망되면서 일반주주들의 ‘표심’도 중요해졌다.

현재 일반주주들은 전체 주식 중 30%가량을 보유하고 있다. 일반주주들을 단일 집단으로 볼 경우 3자 동맹에 이어 2대 주주군이 된다. 일반주주들이 3월 주총에 모두 참석하거나 위임을 해 의사를 표시할 경우 이들에 의해 경영권이 좌우될 수도 있다. 조 회장이 최근 상생을 강조하며 일반주주들의 마음을 사기 위해 중국 우한의 전세기에 자진 탑승한 것이나, 3자 동맹이 성명서에서 “그동안 소외됐던 일반주주들의 가치를 늘리고 한진그룹 임직원, 고객, 파트너사의 권익도 함께 증진시킬 것”이라고 강조한 이유이기도 하다.

한진그룹은 당혹해하고 있다. 조 회장이 신종 코로나바이러스 감염증(우한 폐렴) 탓에 운행한 전세기를 타고 돌아온 날 3자 동맹이 기습적으로 입장문을 냈기 때문이다. 한진그룹도 3자 동맹의 성명서가 나오기 직전에야 상황을 파악한 것으로 전해졌다. 한진그룹 측은 고민 끝에 따로 입장문은 내지 않고 상황을 더 지켜보기로 했다.

김재후/이선아 기자 hu@hankyung.com",김재후(hu@hankyung.com);이선아;,한국경제,2020/01/31
